event_id,event_completed_date,dg_id,fin_text,event_round,birdies,bogies,course_par,doubles_or_worse,driving_accuracy,driving_distance,eagles_or_better,gir,great_shots,pars,poor_shots,prox_fw,prox_rgh,score,scrambling,sg_app,sg_arg,sg_ott,sg_putt,sg_t2g,sg_total,start_hole,teetime
10,2025-03-02,15556,CUT,2,4.0,2.0,71.0,1.0,0.357,282.6,0.0,0.611,3.0,11.0,3.0,35.27,40.945,71.0,0.833,-0.756,0.156,-1.443,0.523,-2.043,-1.521,10.0,7:18am
10,2025-03-02,17422,CUT,1,4.0,2.0,71.0,0.0,0.714,283.0,0.0,0.778,2.0,12.0,3.0,30.318,25.774,69.0,0.6,0.452,0.075,0.312,-1.215,0.839,-0.375,10.0,8:35am
10,2025-03-02,17422,CUT,2,4.0,5.0,71.0,1.0,0.643,276.6,0.0,0.5,4.0,8.0,6.0,27.104,58.738,74.0,0.308,-1.177,-0.582,0.388,-3.149,-1.371,-4.521,1.0,1:35pm
10,2025-03-02,18761,CUT,1,2.0,4.0,71.0,2.0,0.214,293.6,0.0,0.389,1.0,10.0,6.0,35.835,36.838,77.0,0.778,-4.565,1.099,-3.272,-1.638,-6.738,-8.375,10.0,1:13pm
10,2025-03-02,18761,CUT,2,6.0,2.0,71.0,0.0,0.429,291.7,0.0,0.889,3.0,10.0,2.0,24.373,49.407,67.0,0.8,1.856,-1.06,0.571,1.113,1.367,2.479,1.0,8:13am
10,2025-03-02,21412,CUT,1,3.0,3.0,71.0,0.0,0.429,290.7,1.0,0.556,3.0,11.0,1.0,27.858,57.578,69.0,0.6,-0.238,-1.299,-0.18,1.341,-1.717,-0.375,10.0,8:24am
10,2025-03-02,21412,CUT,2,3.0,2.0,71.0,2.0,0.429,294.1,0.0,0.611,2.0,11.0,6.0,29.918,51.456,75.0,0.636,-0.718,-1.238,-1.53,-2.034,-3.486,-5.521,1.0,1:24pm
10,2025-03-02,16333,CUT,1,3.0,2.0,71.0,0.0,0.5,279.7,0.0,0.667,2.0,13.0,3.0,25.487,44.142,70.0,0.667,0.36,-0.578,0.059,-1.217,-0.159,-1.375,10.0,6:56am
10,2025-03-02,16333,CUT,2,3.0,2.0,71.0,2.0,0.429,285.1,0.0,0.611,2.0,11.0,5.0,30.15,68.715,74.0,0.571,-2.565,-0.171,-0.66,-1.124,-3.396,-4.521,1.0,11:56am
10,2025-03-02,25002,CUT,1,5.0,2.0,71.0,1.0,0.5,281.2,0.0,0.556,4.0,10.0,6.0,34.956,64.577,70.0,0.625,-2.028,1.222,-0.853,0.283,-1.659,-1.375,10.0,1:35pm
10,2025-03-02,25002,CUT,2,1.0,4.0,71.0,0.0,0.571,281.9,0.0,0.722,0.0,13.0,5.0,27.221,90.469,74.0,0.333,0.66,-0.689,-0.063,-4.428,-0.092,-4.521,1.0,8:35am
10,2025-03-02,31212,CUT,1,4.0,7.0,71.0,0.0,0.5,279.8,0.0,0.611,2.0,7.0,5.0,38.328,32.517,74.0,0.333,-1.762,-0.623,0.181,-3.172,-2.204,-5.375,1.0,1:46pm
10,2025-03-02,31212,CUT,2,3.0,1.0,71.0,1.0,0.357,274.8,0.0,0.722,5.0,13.0,3.0,21.108,77.56,71.0,0.6,-2.135,0.662,-1.323,1.276,-2.796,-1.521,10.0,8:46am
10,2025-03-02,23540,CUT,1,3.0,2.0,71.0,1.0,0.429,285.5,0.0,0.611,4.0,12.0,8.0,30.273,91.045,72.0,0.625,-1.653,1.275,-2.136,-0.862,-2.514,-3.375,1.0,7:18am
10,2025-03-02,23540,CUT,2,3.0,3.0,71.0,1.0,0.571,283.8,0.0,0.778,3.0,11.0,4.0,36.185,52.415,73.0,0.5,-1.035,-0.207,0.393,-2.671,-0.849,-3.521,10.0,12:18pm
10,2025-03-02,14926,CUT,1,2.0,4.0,71.0,1.0,0.357,283.5,0.0,0.5,0.0,11.0,6.0,26.367,64.371,75.0,0.5,-2.513,-0.573,-0.63,-2.66,-3.716,-6.375,1.0,8:02am
10,2025-03-02,14926,CUT,2,4.0,1.0,71.0,1.0,0.5,284.7,0.0,0.722,3.0,12.0,3.0,25.293,38.323,70.0,1.0,-0.874,0.835,-0.051,-0.43,-0.09,-0.521,10.0,1:02pm
10,2025-03-02,23502,CUT,1,2.0,1.0,71.0,1.0,0.214,271.4,0.0,0.556,1.0,14.0,4.0,27.898,30.485,72.0,0.857,-0.094,1.263,-2.263,-2.282,-1.094,-3.375,1.0,1:35pm
10,2025-03-02,23502,CUT,2,3.0,3.0,71.0,1.0,0.429,276.9,1.0,0.5,4.0,10.0,6.0,57.309,46.214,73.0,0.545,-2.653,0.973,-2.243,0.403,-3.923,-3.521,10.0,8:35am
10,2025-03-02,28159,CUT,1,0.0,0.0,71.0,2.0,0.429,282.7,1.0,0.444,2.0,15.0,3.0,34.544,39.503,74.0,0.833,-2.102,0.521,-3.38,-0.415,-4.961,-5.375,1.0,6:45am
10,2025-03-02,28159,CUT,2,3.0,2.0,71.0,1.0,0.429,287.0,0.0,0.611,3.0,12.0,4.0,24.533,28.368,72.0,0.571,1.345,0.617,-2.558,-1.924,-0.596,-2.521,10.0,11:45am
10,2025-03-02,7820,CUT,1,4.0,4.0,71.0,1.0,0.786,279.5,0.0,0.444,3.0,9.0,7.0,38.509,77.139,73.0,0.727,-6.592,0.789,0.728,0.699,-5.075,-4.375,10.0,8:13am
10,2025-03-02,7820,CUT,2,3.0,3.0,71.0,1.0,0.571,285.1,0.0,0.778,1.0,11.0,6.0,30.158,23.723,73.0,0.75,-1.355,0.298,0.502,-2.965,-0.555,-3.521,1.0,1:13pm
10,2025-03-02,14140,CUT,1,1.0,1.0,71.0,2.0,0.643,287.9,0.0,0.611,1.0,14.0,7.0,32.878,56.473,75.0,0.714,-4.71,-0.29,-0.883,-0.493,-5.883,-6.375,1.0,8:13am
10,2025-03-02,14140,CUT,2,3.0,1.0,71.0,1.0,0.714,300.3,0.0,0.444,4.0,13.0,4.0,29.812,53.4,71.0,0.833,-3.062,-0.325,1.583,0.284,-1.804,-1.521,10.0,1:13pm
10,2025-03-02,10943,CUT,1,4.0,0.0,71.0,1.0,0.429,278.9,0.0,0.778,4.0,13.0,2.0,28.247,32.456,69.0,0.75,-0.631,-0.844,-0.089,1.188,-1.564,-0.375,10.0,12:07pm
10,2025-03-02,10943,CUT,2,2.0,4.0,71.0,2.0,0.429,270.0,0.0,0.5,2.0,10.0,8.0,38.736,63.898,77.0,0.455,-2.485,-0.296,-2.563,-2.176,-5.344,-7.521,1.0,7:07am
10,2025-03-02,27164,CUT,1,2.0,4.0,71.0,0.0,0.286,287.2,0.0,0.5,3.0,12.0,6.0,32.89,45.538,73.0,0.5,-1.955,-1.136,-0.95,-0.335,-4.041,-4.375,10.0,11:45am
10,2025-03-02,27164,CUT,2,0.0,3.0,71.0,0.0,0.429,281.7,0.0,0.556,0.0,15.0,7.0,37.648,49.696,74.0,0.667,-2.4,0.155,-0.794,-1.481,-3.039,-4.521,1.0,6:45am
10,2025-03-02,4163,CUT,1,2.0,2.0,71.0,2.0,0.643,266.5,0.0,0.556,3.0,12.0,6.0,35.172,67.375,75.0,0.667,-4.566,-0.367,-0.421,-1.022,-5.354,-6.375,10.0,6:56am
10,2025-03-02,4163,CUT,2,2.0,3.0,71.0,0.0,0.571,265.8,0.0,0.5,2.0,13.0,3.0,39.032,66.579,72.0,0.727,-2.036,-0.273,-1.288,1.077,-3.597,-2.521,1.0,11:56am
10,2025-03-02,14081,CUT,1,5.0,5.0,71.0,0.0,0.643,270.9,0.0,0.611,5.0,8.0,5.0,29.174,34.444,71.0,0.375,-0.141,-2.118,-0.779,0.662,-3.038,-2.375,10.0,1:35pm
10,2025-03-02,14081,CUT,2,1.0,4.0,71.0,1.0,0.429,269.6,0.0,0.444,2.0,12.0,5.0,38.34,75.38,76.0,0.6,-4.65,-1.523,-2.263,1.916,-8.436,-6.521,1.0,8:35am
10,2025-03-02,9166,CUT,1,6.0,6.0,71.0,0.0,0.643,269.2,0.0,0.722,3.0,6.0,5.0,23.466,36.728,71.0,0.2,1.32,-0.858,-1.244,-1.594,-0.782,-2.375,10.0,1:46pm
10,2025-03-02,9166,CUT,2,2.0,1.0,71.0,3.0,0.786,269.9,0.0,0.611,2.0,12.0,10.0,38.079,,77.0,0.571,-3.858,-2.531,-0.282,-0.849,-6.671,-7.521,1.0,8:46am
10,2025-03-02,12425,CUT,1,2.0,4.0,71.0,2.0,0.357,265.3,0.0,0.5,1.0,10.0,8.0,41.572,84.598,77.0,0.333,-3.904,-0.753,-3.294,-0.425,-7.951,-8.375,1.0,11:56am
10,2025-03-02,12425,CUT,2,3.0,2.0,71.0,3.0,0.5,260.8,0.0,0.278,3.0,10.0,9.0,57.319,51.796,76.0,0.714,-4.871,1.285,-2.259,-0.675,-5.845,-6.521,10.0,6:56am
10775,2025-03-29,24106,1,1,,,,,,,,,,,,,,69.0,,,,,,,5.203,,
10775,2025-03-29,24106,1,2,,,,,,,,,,,,,,69.0,,,,,,,4.704,,
10775,2025-03-29,24106,1,3,,,,,,,,,,,,,,70.0,,,,,,,1.293,,
10775,2025-03-29,24106,1,4,,,,,,,,,,,,,,65.0,,,,,,,6.103,,
10775,2025-03-29,23629,2,1,,,,,,,,,,,,,,68.0,,,,,,,6.203,,
10775,2025-03-29,23629,2,2,,,,,,,,,,,,,,73.0,,,,,,,0.704,,
10775,2025-03-29,23629,2,3,,,,,,,,,,,,,,67.0,,,,,,,4.293,,
10775,2025-03-29,23629,2,4,,,,,,,,,,,,,,65.0,,,,,,,6.103,,
10775,2025-03-29,19494,3,1,,,,,,,,,,,,,,72.0,,,,,,,2.203,,
10775,2025-03-29,19494,3,2,,,,,,,,,,,,,,67.0,,,,,,,6.704,,
10775,2025-03-29,19494,3,3,,,,,,,,,,,,,,68.0,,,,,,,3.293,,
10775,2025-03-29,19494,3,4,,,,,,,,,,,,,,67.0,,,,,,,4.103,,
10775,2025-03-29,29490,T4,1,,,,,,,,,,,,,,70.0,,,,,,,4.203,,
10775,2025-03-29,29490,T4,2,,,,,,,,,,,,,,67.0,,,,,,,6.704,,
10775,2025-03-29,29490,T4,3,,,,,,,,,,,,,,70.0,,,,,,,1.293,,
10775,2025-03-29,29490,T4,4,,,,,,,,,,,,,,68.0,,,,,,,3.103,,
10775,2025-03-29,11738,T4,1,,,,,,,,,,,,,,67.0,,,,,,,7.203,,
10775,2025-03-29,11738,T4,2,,,,,,,,,,,,,,68.0,,,,,,,5.704,,
10775,2025-03-29,11738,T4,3,,,,,,,,,,,,,,74.0,,,,,,,-2.707,,
10775,2025-03-29,11738,T4,4,,,,,,,,,,,,,,66.0,,,,,,,5.103,,
10775,2025-03-29,21180,6,1,,,,,,,,,,,,,,68.0,,,,,,,6.203,,
10775,2025-03-29,21180,6,2,,,,,,,,,,,,,,69.0,,,,,,,4.704,,
10775,2025-03-29,21180,6,3,,,,,,,,,,,,,,71.0,,,,,,,0.293,,
10775,2025-03-29,21180,6,4,,,,,,,,,,,,,,68.0,,,,,,,3.103,,
10775,2025-03-29,32008,T7,1,,,,,,,,,,,,,,71.0,,,,,,,3.203,,
10775,2025-03-29,32008,T7,2,,,,,,,,,,,,,,72.0,,,,,,,1.704,,
10775,2025-03-29,32008,T7,3,,,,,,,,,,,,,,69.0,,,,,,,2.293,,
10775,2025-03-29,32008,T7,4,,,,,,,,,,,,,,65.0,,,,,,,6.103,,
10775,2025-03-29,22304,T7,1,,,,,,,,,,,,,,71.0,,,,,,,3.203,,
10775,2025-03-29,22304,T7,2,,,,,,,,,,,,,,68.0,,,,,,,5.704,,
10775,2025-03-29,22304,T7,3,,,,,,,,,,,,,,68.0,,,,,,,3.293,,
10775,2025-03-29,22304,T7,4,,,,,,,,,,,,,,70.0,,,,,,,1.103,,
10775,2025-03-29,17771,T7,1,,,,,,,,,,,,,,69.0,,,,,,,5.203,,
10775,2025-03-29,17771,T7,2,,,,,,,,,,,,,,68.0,,,,,,,5.704,,
10775,2025-03-29,17771,T7,3,,,,,,,,,,,,,,71.0,,,,,,,0.293,,
10775,2025-03-29,17771,T7,4,,,,,,,,,,,,,,69.0,,,,,,,2.103,,
10775,2025-03-29,25515,T7,1,,,,,,,,,,,,,,74.0,,,,,,,0.203,,
10775,2025-03-29,25515,T7,2,,,,,,,,,,,,,,66.0,,,,,,,7.704,,
10775,2025-03-29,25515,T7,3,,,,,,,,,,,,,,69.0,,,,,,,2.293,,
10775,2025-03-29,25515,T7,4,,,,,,,,,,,,,,68.0,,,,,,,3.103,,
10775,2025-03-29,25521,T7,1,,,,,,,,,,,,,,67.0,,,,,,,7.203,,
10775,2025-03-29,25521,T7,2,,,,,,,,,,,,,,70.0,,,,,,,3.704,,
10775,2025-03-29,25521,T7,3,,,,,,,,,,,,,,68.0,,,,,,,3.293,,
10775,2025-03-29,25521,T7,4,,,,,,,,,,,,,,72.0,,,,,,,-0.897,,
10775,2025-03-29,17922,T12,1,,,,,,,,,,,,,,70.0,,,,,,,4.203,,
10775,2025-03-29,17922,T12,2,,,,,,,,,,,,,,67.0,,,,,,,6.704,,
10775,2025-03-29,17922,T12,3,,,,,,,,,,,,,,72.0,,,,,,,-0.707,,
10775,2025-03-29,17922,T12,4,,,,,,,,,,,,,,70.0,,,,,,,1.103,,
10775,2025-03-29,21415,T12,1,,,,,,,,,,,,,,70.0,,,,,,,4.203,,
10775,2025-03-29,21415,T12,2,,,,,,,,,,,,,,70.0,,,,,,,3.704,,
10775,2025-03-29,21415,T12,3,,,,,,,,,,,,,,71.0,,,,,,,0.293,,
10775,2025-03-29,21415,T12,4,,,,,,,,,,,,,,68.0,,,,,,,3.103,,
10775,2025-03-29,19672,T12,1,,,,,,,,,,,,,,70.0,,,,,,,4.203,,
10775,2025-03-29,19672,T12,2,,,,,,,,,,,,,,72.0,,,,,,,1.704,,
10775,2025-03-29,19672,T12,3,,,,,,,,,,,,,,70.0,,,,,,,1.293,,
10775,2025-03-29,19672,T12,4,,,,,,,,,,,,,,67.0,,,,,,,4.103,,
10775,2025-03-29,19697,T12,1,,,,,,,,,,,,,,72.0,,,,,,,2.203,,
10775,2025-03-29,19697,T12,2,,,,,,,,,,,,,,68.0,,,,,,,5.704,,
10775,2025-03-29,19697,T12,3,,,,,,,,,,,,,,68.0,,,,,,,3.293,,
10775,2025-03-29,19697,T12,4,,,,,,,,,,,,,,71.0,,,,,,,0.103,,
10775,2025-03-29,24105,T16,1,,,,,,,,,,,,,,72.0,,,,,,,2.203,,
10775,2025-03-29,24105,T16,2,,,,,,,,,,,,,,71.0,,,,,,,2.704,,
10775,2025-03-29,24105,T16,3,,,,,,,,,,,,,,67.0,,,,,,,4.293,,
10775,2025-03-29,24105,T16,4,,,,,,,,,,,,,,70.0,,,,,,,1.103,,
10775,2025-03-29,19279,T16,1,,,,,,,,,,,,,,70.0,,,,,,,4.203,,
10775,2025-03-29,19279,T16,2,,,,,,,,,,,,,,67.0,,,,,,,6.704,,
10775,2025-03-29,19279,T16,3,,,,,,,,,,,,,,70.0,,,,,,,1.293,,
10775,2025-03-29,19279,T16,4,,,,,,,,,,,,,,73.0,,,,,,,-1.897,,
10775,2025-03-29,20881,T16,1,,,,,,,,,,,,,,70.0,,,,,,,4.203,,
10775,2025-03-29,20881,T16,2,,,,,,,,,,,,,,73.0,,,,,,,0.704,,
10775,2025-03-29,20881,T16,3,,,,,,,,,,,,,,67.0,,,,,,,4.293,,
10775,2025-03-29,20881,T16,4,,,,,,,,,,,,,,70.0,,,,,,,1.103,,
10775,2025-03-29,25517,T16,1,,,,,,,,,,,,,,69.0,,,,,,,5.203,,
10775,2025-03-29,25517,T16,2,,,,,,,,,,,,,,67.0,,,,,,,6.704,,
10775,2025-03-29,25517,T16,3,,,,,,,,,,,,,,69.0,,,,,,,2.293,,
10775,2025-03-29,25517,T16,4,,,,,,,,,,,,,,75.0,,,,,,,-3.897,,
10775,2025-03-29,24090,T20,1,,,,,,,,,,,,,,72.0,,,,,,,2.203,,
10775,2025-03-29,24090,T20,2,,,,,,,,,,,,,,71.0,,,,,,,2.704,,
10775,2025-03-29,24090,T20,3,,,,,,,,,,,,,,67.0,,,,,,,4.293,,
10775,2025-03-29,24090,T20,4,,,,,,,,,,,,,,71.0,,,,,,,0.103,,
10775,2025-03-29,25681,T20,1,,,,,,,,,,,,,,72.0,,,,,,,2.203,,
10775,2025-03-29,25681,T20,2,,,,,,,,,,,,,,71.0,,,,,,,2.704,,
10775,2025-03-29,25681,T20,3,,,,,,,,,,,,,,70.0,,,,,,,1.293,,
10775,2025-03-29,25681,T20,4,,,,,,,,,,,,,,68.0,,,,,,,3.103,,
10775,2025-03-29,24096,22,1,,,,,,,,,,,,,,75.0,,,,,,,-0.797,,
10775,2025-03-29,24096,22,2,,,,,,,,,,,,,,66.0,,,,,,,7.704,,
10775,2025-03-29,24096,22,3,,,,,,,,,,,,,,70.0,,,,,,,1.293,,
10775,2025-03-29,24096,22,4,,,,,,,,,,,,,,71.0,,,,,,,0.103,,
10775,2025-03-29,17923,T23,1,,,,,,,,,,,,,,71.0,,,,,,,3.203,,
10775,2025-03-29,17923,T23,2,,,,,,,,,,,,,,71.0,,,,,,,2.704,,
10775,2025-03-29,17923,T23,3,,,,,,,,,,,,,,73.0,,,,,,,-1.707,,
10775,2025-03-29,17923,T23,4,,,,,,,,,,,,,,68.0,,,,,,,3.103,,
10775,2025-03-29,18492,T23,1,,,,,,,,,,,,,,72.0,,,,,,,2.203,,
10775,2025-03-29,18492,T23,2,,,,,,,,,,,,,,69.0,,,,,,,4.704,,
10775,2025-03-29,18492,T23,3,,,,,,,,,,,,,,70.0,,,,,,,1.293,,
10775,2025-03-29,18492,T23,4,,,,,,,,,,,,,,72.0,,,,,,,-0.897,,
10775,2025-03-29,14504,T23,1,,,,,,,,,,,,,,71.0,,,,,,,3.203,,
10775,2025-03-29,14504,T23,2,,,,,,,,,,,,,,70.0,,,,,,,3.704,,
10775,2025-03-29,14504,T23,3,,,,,,,,,,,,,,73.0,,,,,,,-1.707,,
10775,2025-03-29,14504,T23,4,,,,,,,,,,,,,,69.0,,,,,,,2.103,,
10775,2025-03-29,15023,T23,1,,,,,,,,,,,,,,68.0,,,,,,,6.203,,
10775,2025-03-29,15023,T23,2,,,,,,,,,,,,,,71.0,,,,,,,2.704,,
10775,2025-03-29,15023,T23,3,,,,,,,,,,,,,,72.0,,,,,,,-0.707,,
10775,2025-03-29,15023,T23,4,,,,,,,,,,,,,,72.0,,,,,,,-0.897,,
10775,2025-03-29,30427,T23,1,,,,,,,,,,,,,,71.0,,,,,,,3.203,,
10775,2025-03-29,30427,T23,2,,,,,,,,,,,,,,70.0,,,,,,,3.704,,
10775,2025-03-29,30427,T23,3,,,,,,,,,,,,,,70.0,,,,,,,1.293,,
10775,2025-03-29,30427,T23,4,,,,,,,,,,,,,,72.0,,,,,,,-0.897,,
10775,2025-03-29,33059,T28,1,,,,,,,,,,,,,,71.0,,,,,,,3.203,,
10775,2025-03-29,33059,T28,2,,,,,,,,,,,,,,71.0,,,,,,,2.704,,
10775,2025-03-29,33059,T28,3,,,,,,,,,,,,,,70.0,,,,,,,1.293,,
10775,2025-03-29,33059,T28,4,,,,,,,,,,,,,,72.0,,,,,,,-0.897,,
10775,2025-03-29,24108,T28,1,,,,,,,,,,,,,,70.0,,,,,,,4.203,,
10775,2025-03-29,24108,T28,2,,,,,,,,,,,,,,70.0,,,,,,,3.704,,
10775,2025-03-29,24108,T28,3,,,,,,,,,,,,,,73.0,,,,,,,-1.707,,
10775,2025-03-29,24108,T28,4,,,,,,,,,,,,,,71.0,,,,,,,0.103,,
10775,2025-03-29,20880,T28,1,,,,,,,,,,,,,,71.0,,,,,,,3.203,,
10775,2025-03-29,20880,T28,2,,,,,,,,,,,,,,71.0,,,,,,,2.704,,
10775,2025-03-29,20880,T28,3,,,,,,,,,,,,,,71.0,,,,,,,0.293,,
10775,2025-03-29,20880,T28,4,,,,,,,,,,,,,,71.0,,,,,,,0.103,,
10775,2025-03-29,28968,T31,1,,,,,,,,,,,,,,73.0,,,,,,,1.203,,
10775,2025-03-29,28968,T31,2,,,,,,,,,,,,,,69.0,,,,,,,4.704,,
10775,2025-03-29,28968,T31,3,,,,,,,,,,,,,,76.0,,,,,,,-4.707,,
10775,2025-03-29,28968,T31,4,,,,,,,,,,,,,,67.0,,,,,,,4.103,,
10775,2025-03-29,14128,T31,1,,,,,,,,,,,,,,72.0,,,,,,,2.203,,
10775,2025-03-29,14128,T31,2,,,,,,,,,,,,,,71.0,,,,,,,2.704,,
10775,2025-03-29,14128,T31,3,,,,,,,,,,,,,,68.0,,,,,,,3.293,,
10775,2025-03-29,14128,T31,4,,,,,,,,,,,,,,74.0,,,,,,,-2.897,,
10775,2025-03-29,14163,T31,1,,,,,,,,,,,,,,74.0,,,,,,,0.203,,
10775,2025-03-29,14163,T31,2,,,,,,,,,,,,,,70.0,,,,,,,3.704,,
10775,2025-03-29,14163,T31,3,,,,,,,,,,,,,,69.0,,,,,,,2.293,,
10775,2025-03-29,14163,T31,4,,,,,,,,,,,,,,72.0,,,,,,,-0.897,,
10775,2025-03-29,27247,T31,1,,,,,,,,,,,,,,72.0,,,,,,,2.203,,
10775,2025-03-29,27247,T31,2,,,,,,,,,,,,,,71.0,,,,,,,2.704,,
10775,2025-03-29,27247,T31,3,,,,,,,,,,,,,,71.0,,,,,,,0.293,,
10775,2025-03-29,27247,T31,4,,,,,,,,,,,,,,71.0,,,,,,,0.103,,
10775,2025-03-29,18037,T31,1,,,,,,,,,,,,,,72.0,,,,,,,2.203,,
10775,2025-03-29,18037,T31,2,,,,,,,,,,,,,,69.0,,,,,,,4.704,,
10775,2025-03-29,18037,T31,3,,,,,,,,,,,,,,70.0,,,,,,,1.293,,
10775,2025-03-29,18037,T31,4,,,,,,,,,,,,,,74.0,,,,,,,-2.897,,
10775,2025-03-29,23208,T31,1,,,,,,,,,,,,,,71.0,,,,,,,3.203,,
10775,2025-03-29,23208,T31,2,,,,,,,,,,,,,,73.0,,,,,,,0.704,,
10775,2025-03-29,23208,T31,3,,,,,,,,,,,,,,70.0,,,,,,,1.293,,
10775,2025-03-29,23208,T31,4,,,,,,,,,,,,,,71.0,,,,,,,0.103,,
10775,2025-03-29,9698,T31,1,,,,,,,,,,,,,,71.0,,,,,,,3.203,,
10775,2025-03-29,9698,T31,2,,,,,,,,,,,,,,73.0,,,,,,,0.704,,
10775,2025-03-29,9698,T31,3,,,,,,,,,,,,,,71.0,,,,,,,0.293,,
10775,2025-03-29,9698,T31,4,,,,,,,,,,,,,,70.0,,,,,,,1.103,,
10775,2025-03-29,20793,T38,1,,,,,,,,,,,,,,70.0,,,,,,,4.203,,
10775,2025-03-29,20793,T38,2,,,,,,,,,,,,,,73.0,,,,,,,0.704,,
10775,2025-03-29,20793,T38,3,,,,,,,,,,,,,,72.0,,,,,,,-0.707,,
10775,2025-03-29,20793,T38,4,,,,,,,,,,,,,,71.0,,,,,,,0.103,,
10775,2025-03-29,19582,T38,1,,,,,,,,,,,,,,69.0,,,,,,,5.203,,
10775,2025-03-29,19582,T38,2,,,,,,,,,,,,,,71.0,,,,,,,2.704,,
10775,2025-03-29,19582,T38,3,,,,,,,,,,,,,,74.0,,,,,,,-2.707,,
10775,2025-03-29,19582,T38,4,,,,,,,,,,,,,,72.0,,,,,,,-0.897,,
10775,2025-03-29,23206,T38,1,,,,,,,,,,,,,,71.0,,,,,,,3.203,,
10775,2025-03-29,23206,T38,2,,,,,,,,,,,,,,72.0,,,,,,,1.704,,
10775,2025-03-29,23206,T38,3,,,,,,,,,,,,,,71.0,,,,,,,0.293,,
10775,2025-03-29,23206,T38,4,,,,,,,,,,,,,,72.0,,,,,,,-0.897,,
10775,2025-03-29,16296,T38,1,,,,,,,,,,,,,,71.0,,,,,,,3.203,,
10775,2025-03-29,16296,T38,2,,,,,,,,,,,,,,72.0,,,,,,,1.704,,
10775,2025-03-29,16296,T38,3,,,,,,,,,,,,,,73.0,,,,,,,-1.707,,
10775,2025-03-29,16296,T38,4,,,,,,,,,,,,,,70.0,,,,,,,1.103,,
10775,2025-03-29,15143,T42,1,,,,,,,,,,,,,,69.0,,,,,,,5.203,,
10775,2025-03-29,15143,T42,2,,,,,,,,,,,,,,71.0,,,,,,,2.704,,
10775,2025-03-29,15143,T42,3,,,,,,,,,,,,,,74.0,,,,,,,-2.707,,
10775,2025-03-29,15143,T42,4,,,,,,,,,,,,,,73.0,,,,,,,-1.897,,
10775,2025-03-29,29862,T42,1,,,,,,,,,,,,,,72.0,,,,,,,2.203,,
10775,2025-03-29,29862,T42,2,,,,,,,,,,,,,,72.0,,,,,,,1.704,,
10775,2025-03-29,29862,T42,3,,,,,,,,,,,,,,72.0,,,,,,,-0.707,,
10775,2025-03-29,29862,T42,4,,,,,,,,,,,,,,71.0,,,,,,,0.103,,
10775,2025-03-29,19678,T42,1,,,,,,,,,,,,,,74.0,,,,,,,0.203,,
10775,2025-03-29,19678,T42,2,,,,,,,,,,,,,,69.0,,,,,,,4.704,,
10775,2025-03-29,19678,T42,3,,,,,,,,,,,,,,72.0,,,,,,,-0.707,,
10775,2025-03-29,19678,T42,4,,,,,,,,,,,,,,72.0,,,,,,,-0.897,,
10775,2025-03-29,22754,T42,1,,,,,,,,,,,,,,70.0,,,,,,,4.203,,
10775,2025-03-29,22754,T42,2,,,,,,,,,,,,,,72.0,,,,,,,1.704,,
10775,2025-03-29,22754,T42,3,,,,,,,,,,,,,,73.0,,,,,,,-1.707,,
10775,2025-03-29,22754,T42,4,,,,,,,,,,,,,,72.0,,,,,,,-0.897,,
10775,2025-03-29,8170,T42,1,,,,,,,,,,,,,,72.0,,,,,,,2.203,,
10775,2025-03-29,8170,T42,2,,,,,,,,,,,,,,71.0,,,,,,,2.704,,
10775,2025-03-29,8170,T42,3,,,,,,,,,,,,,,72.0,,,,,,,-0.707,,
10775,2025-03-29,8170,T42,4,,,,,,,,,,,,,,72.0,,,,,,,-0.897,,
10775,2025-03-29,13484,T47,1,,,,,,,,,,,,,,73.0,,,,,,,1.203,,
10775,2025-03-29,13484,T47,2,,,,,,,,,,,,,,70.0,,,,,,,3.704,,
10775,2025-03-29,13484,T47,3,,,,,,,,,,,,,,69.0,,,,,,,2.293,,
10775,2025-03-29,13484,T47,4,,,,,,,,,,,,,,76.0,,,,,,,-4.897,,
10775,2025-03-29,30439,T47,1,,,,,,,,,,,,,,71.0,,,,,,,3.203,,
10775,2025-03-29,30439,T47,2,,,,,,,,,,,,,,72.0,,,,,,,1.704,,
10775,2025-03-29,30439,T47,3,,,,,,,,,,,,,,72.0,,,,,,,-0.707,,
10775,2025-03-29,30439,T47,4,,,,,,,,,,,,,,73.0,,,,,,,-1.897,,
10775,2025-03-29,33058,T49,1,,,,,,,,,,,,,,70.0,,,,,,,4.203,,
10775,2025-03-29,33058,T49,2,,,,,,,,,,,,,,73.0,,,,,,,0.704,,
10775,2025-03-29,33058,T49,3,,,,,,,,,,,,,,72.0,,,,,,,-0.707,,
10775,2025-03-29,33058,T49,4,,,,,,,,,,,,,,74.0,,,,,,,-2.897,,
10775,2025-03-29,24222,T49,1,,,,,,,,,,,,,,72.0,,,,,,,2.203,,
10775,2025-03-29,24222,T49,2,,,,,,,,,,,,,,72.0,,,,,,,1.704,,
10775,2025-03-29,24222,T49,3,,,,,,,,,,,,,,73.0,,,,,,,-1.707,,
10775,2025-03-29,24222,T49,4,,,,,,,,,,,,,,72.0,,,,,,,-0.897,,
10775,2025-03-29,30395,T49,1,,,,,,,,,,,,,,72.0,,,,,,,2.203,,
10775,2025-03-29,30395,T49,2,,,,,,,,,,,,,,71.0,,,,,,,2.704,,
