calendar_year,event_id,tour
2022,9403,anz
2022,2022105,euro
2022,5,pga
2022,84,kft
2022,9398,afr
2022,9397,atgt
2022,2022104,euro
2022,4,pga
2022,125,kft
2022,2022103,euro
2022,2,pga
2022,9391,asa
2022,9392,anz
2022,524,champ
2022,124,kft
2022,9383,anz
2022,9380,asa
2022,6,pga
2022,16,pga
2021,9374,chn
2021,9375,atgt
2021,9376,pgti
2021,9373,anz
2021,16,sam
2021,9372,bet
2021,9371,anz
2021,13,sam
2021,9365,jpn
2021,9367,pgti
2021,9366,asa
2021,478,pga
2021,9362,afr
2021,9359,asa
2021,2022100,euro
2021,9361,pgti
2021,9358,jpn
2021,493,pga
2021,9354,jpn
2021,9357,bet
2021,9356,pgti
2021,9355,atgt
2021,2021143,euro
2021,47,champ
2021,9348,atgt
2021,2021157,euro
2021,9347,jpn
2021,9350,bet
2021,20,pga
2021,9349,pgti
2021,9342,atgt
2021,9340,kor
2021,457,pga
2021,2021324,cha
2021,9337,jpn
2021,50,champ
2021,9338,afr
2021,9341,chn
2021,2021156,euro
2021,9343,bet
2021,9333,atgt
2021,9334,bet
2021,9332,jpn
2021,528,pga
2021,527,pga
2021,9330,atvt
2021,2021155,euro
2021,46,champ
2021,9329,ngl
2021,9324,afr
2021,9327,atgt
2021,9328,ept
2021,9326,kor
2021,2021337,cha
2021,521,pga
2021,9319,pgti
2021,9320,alp
2021,9316,jpn
2021,2021137,euro
2021,2021336,cha
2021,9318,ngl
2021,45,champ
2021,9305,atvt
2021,2021136,euro
2021,9307,alp
2021,9304,jpn
2021,47,pga
2021,9311,pgti
2021,9312,kor
2021,9309,pgt
2021,9310,atgt
2021,9308,ngl
2021,44,champ
2021,9297,ngl
2021,54,pga
2021,9296,kor
2021,9298,atvt
2021,9300,bet
2021,2021135,euro
2021,9299,afr
2021,2021321,cha
2021,9294,jpn
2021,2021320,cha
2021,9289,bet
2021,9283,jpn
2021,9285,atvt
2021,9288,atgt
2021,43,champ
2021,9275,ept
2021,2021133,euro
2021,9277,atvt
2021,464,pga
2021,2021327,cha
2021,9271,jpn
2021,9278,afr
2021,9276,ngl
2021,9273,kor
2021,9274,pgti
2021,9266,alp
2021,2021132,euro
2021,9267,ngl
2021,625,champ
2021,9265,kor
2021,9268,ept
2021,9269,pgti
2021,9264,afr
2021,2021319,cha
2021,64,can
2021,9255,ept
2021,9256,ngl
2021,9254,pgti
2021,9250,jpn
2021,154,kft
2021,9257,pgt
2021,2021131,euro
2021,9252,kor
2021,9258,bet
2021,60,pga
2021,2021318,cha
2021,68,can
2021,41,champ
2021,2021130,euro
2021,9240,jpn
2021,9244,pgt
2021,28,pga
2021,9246,bet
2021,9243,ngl
2021,9245,afr
2021,153,kft
2021,2021317,cha
2021,9228,ngl
2021,619,champ
2021,9234,afr
2021,9233,jpn
2021,2021129,euro
2021,9227,ept
2021,152,kft
2021,27,pga
2021,9236,ngl
2021,9229,pgt
2021,9226,alp
2021,63,can
2021,2021330,cha
2021,2021128,euro
2021,151,kft
2021,9221,pgt
2021,13,pga
2021,9220,ept
2021,9219,kor
2021,17,champ
2021,2021315,cha
2021,67,can
2021,150,kft
2021,476,pga
2021,9211,afr
2021,472,pga
2021,9208,ept
2021,2021126,euro
2021,2021314,cha
2021,9209,ngl
2021,9203,atvt
2021,9201,ngl
2021,9200,ept
2021,2021124,euro
2021,519,pga
2021,66,can
2021,149,kft
2021,2021313,cha
2021,57,sam
2021,9196,pgt
2021,525,pga
2021,9197,ngl
2021,2021123,euro
2021,9195,ept
2021,62,can
2021,8192,ept
2021,518,pga
2021,2021312,cha
2021,100,pga
2021,148,kft
2021,8191,alp
2021,2021311,cha
2021,30,pga
2021,8186,kor
2021,2021121,euro
2021,512,champ
2021,147,kft
2021,8183,ngl
2021,8182,alp
2021,8185,atvt
2021,8,champ
2021,2021310,cha
2021,524,pga
2021,8174,ngl
2021,8177,ept
2021,8171,jpn
2021,2021120,euro
2021,8175,pgt
2021,61,can
2021,136,kft
2021,39,champ
2021,8163,kor
2021,22,sam
2021,8162,atvt
2021,8164,ngl
2021,8165,ept
2021,2021309,cha
2021,2021119,euro
2021,34,pga
2021,8161,jpn
2021,65,can
2021,146,kft
2021,8149,alp
2021,535,pga
2021,8151,atvt
2021,11,sam
2021,8148,chn
2021,8150,ept
2021,8154,ngl
2021,2021304,cha
2021,8137,kor
2021,8141,ept
2021,2021117,euro
2021,56,sam
2021,37,kft
2021,538,pga
2021,2021307,cha
2021,8142,ngl
2021,8139,chn
2021,622,champ
2021,8143,atvt
2021,8140,alp
2021,2021116,euro
2021,8127,ngl
2021,8128,pgt
2021,23,pga
2021,8126,chn
2021,2021306,cha
2021,608,champ
2021,8130,bet
2021,8123,jpn
2021,8129,afr
2021,48,kft
2021,8119,kor
2021,8117,ept
2021,2021305,cha
2021,145,kft
2021,8114,bet
2021,8113,atvt
2021,8115,alp
2021,21,pga
2021,8118,pgt
2021,8116,chn
2021,8112,jpn
2021,520,champ
2021,2021115,euro
2021,8104,alp
2021,100,kft
2021,8107,jpn
2021,33,pga
2021,8105,ngl
2021,2021329,cha
2021,15,champ
2021,8100,jpn
2021,2021328,cha
2021,19,pga
2021,8101,chn
2021,8097,ngl
2021,11,kft
2021,2021113,euro
2021,8090,ngl
2021,8093,jpn
2021,2021300,cha
2021,120,kft
2021,8094,kor
2021,480,pga
2021,558,champ
2021,2021153,euro
2021,2021109,euro
2021,2021301,cha
2021,615,champ
2021,134,kft
2021,8085,jpn
2021,8082,pgt
2021,475,pga
2021,8087,kor
2021,8086,chn
2021,8081,alp
2021,2021302,cha
2021,137,kft
2021,8078,bet
2021,8077,chn
2021,8072,ngl
2021,8076,jpn
2021,8071,alp
2021,8073,pgt
2021,2021110,euro
2021,8068,kor
2021,8067,atvt
2021,2021152,euro
2021,12,pga
2021,8063,pgt
2021,165,kft
2021,8062,ngl
2021,8066,jpn
2021,38,champ
2021,536,pga
2021,8059,bet
2021,41,pga
2021,164,kft
2021,8058,alp
2021,8050,bet
2021,8052,alp
2021,144,kft
2021,534,pga
2021,14,sam
2021,8051,afr
2021,8053,anz
2021,2021148,euro
2021,8043,afr
2021,36,kft
2021,8042,pgti
2021,2021106,euro
2021,10,pga
2021,11,pga
2021,2021105,euro
2021,8039,afr
2021,8041,anz
2021,8037,bet
2021,8034,anz
2021,8035,afr
2021,9,pga
2021,8036,atgt
2021,8030,bet
2021,37,champ
2021,473,pga
2021,483,pga
2021,8032,pgti
2021,7,pga
2021,8028,pgti
2021,143,kft
2021,8025,anz
2021,5,pga
2021,8023,anz
2021,3,pga
2021,2021103,euro
2021,8017,bet
2021,2021102,euro
2021,4,pga
2021,8020,anz
2021,2,pga
2021,2021101,euro
2021,36,champ
2021,6,pga
2021,16,pga
2020,9,sam
2020,8006,pgti
2020,8004,chn
2020,2020098,euro
2020,52,sam
2020,457,pga
2020,8000,bet
2020,8001,pgti
2020,2020105,euro
2020,7999,jpn
2020,2020106,euro
2020,7995,bet
2020,2020104,euro
2020,493,pga
2020,7991,jpn
2020,2020103,euro
2020,2020762,cha
2020,51,sam
2020,14,pga
2020,7985,pgti
2020,7984,jpn
2020,2020302,cha
2020,7978,afr
2020,7981,pgti
2020,2020301,cha
2020,7980,kor
2020,20,pga
2020,2020101,euro
2020,7979,chn
2020,539,champ
2020,7972,bet
2020,528,pga
2020,2020100,euro
2020,9,champ
2020,7973,alp
2020,7968,kor
2020,7965,afr
2020,7963,atvt
2020,2020086,euro
2020,527,pga
2020,7967,bet
2020,7964,anz
2020,7957,jpn
2020,2020102,euro
2020,7958,anz
2020,521,pga
2020,623,champ
2020,7959,atgt
2020,7946,atvt
2020,142,kft
2020,2020078,euro
2020,47,pga
2020,7948,ngl
2020,609,champ
2020,7949,kor
2020,7947,anz
2020,50,sam
2020,7937,alp
2020,7939,pgt
2020,54,pga
2020,7936,afr
2020,128,kft
2020,2020726,cha
2020,7935,atvt
2020,7938,ngl
2020,2020060,euro
2020,49,sam
2020,7927,ngl
2020,7925,afr
2020,7926,alp
2020,23,kft
2020,7928,kor
2020,522,pga
2020,2020046,euro
2020,48,sam
2020,7916,atvt
2020,7919,atgt
2020,7917,alp
2020,616,champ
2020,26,pga
2020,7918,ngl
2020,2020750,euro
2020,7906,pgt
2020,2020090,euro
2020,7905,alp
2020,464,pga
2020,7907,kor
2020,23,champ
2020,131,kft
2020,58,can
2020,60,pga
2020,7895,jpn
2020,7898,pgt
2020,7896,alp
2020,2020300,cha
2020,2020038,euro
2020,7901,afr
2020,7897,ngl
2020,122,kft
2020,57,can
2020,47,sam
2020,45,kft
2020,7885,ngl
2020,2020011,euro
2020,7884,afr
2020,7887,kor
2020,28,pga
2020,7886,pgt
2020,46,sam
2020,25,champ
2020,7878,ngl
2020,27,pga
2020,7876,afr
2020,7888,kor
2020,7877,pgt
2020,94,kft
2020,2020009,euro
2020,24,champ
2020,56,can
2020,7871,atgt
2020,7870,ngl
2020,2020007,euro
2020,507,champ
2020,27,kft
2020,13,pga
2020,7869,alp
2020,45,sam
2020,55,can
2020,2020005,euro
2020,7860,pgt
2020,111,kft
2020,7861,kor
2020,33,pga
2020,44,sam
2020,123,kft
2020,7848,pgt
2020,476,pga
2020,2020004,euro
2020,7850,ngl
2020,22,champ
2020,472,pga
2020,22,kft
2020,525,pga
2020,7843,ngl
2020,2020066,euro
2020,23,pga
2020,7838,ngl
2020,2020732,euro
2020,141,kft
2020,7832,atgt
2020,7833,kor
2020,533,pga
2020,140,kft
2020,2020731,euro
2020,7827,kor
2020,524,pga
2020,7828,ngl
2020,130,kft
2020,34,pga
2020,26,kft
2020,12,pga
2020,139,kft
2020,21,pga
2020,138,kft
2020,0,other
2020,7818,pgti
2020,11,pga
2020,7817,pgt
2020,7816,ngl
2020,7814,ngl
2020,7812,pgt
2020,2020022,euro
2020,9,pga
2020,573,champ
2020,7810,asa
2020,21,sam
2020,7813,mgt
2020,95,kft
2020,7803,alp
2020,7804,ngl
2020,7805,ngl
2020,18,champ
2020,7801,asa
2020,2020020,euro
2020,7806,mgt
2020,10,pga
2020,7797,pgt
2020,7796,alp
2020,7795,afr
2020,7793,anz
2020,7798,mgt
2020,473,pga
2020,483,pga
2020,7791,pgti
2020,7789,pgt
2020,7,pga
2020,2020710,cha
2020,552,champ
2020,7788,anz
2020,7790,mgt
2020,129,kft
2020,2020014,euro
2020,7784,pgti
2020,7782,atgt
2020,5,pga
2020,2020708,cha
2020,7783,mgt
2020,104,kft
2020,2020012,euro
2020,3,pga
2020,84,kft
2020,2020706,cha
2020,624,champ
2020,7771,pgt
2020,7772,atgt
2020,2020010,euro
2020,4,pga
2020,125,kft
2020,2,pga
2020,2020008,euro
2020,7766,jpn
2020,7768,pgt
2020,7767,afr
2020,524,champ
2020,124,kft
2020,6,pga
2020,2020006,euro
2020,7761,asa
2020,16,pga
2019,2020003,euro
2019,2020002,euro
2019,478,pga
2019,2020001,euro
2019,2019095,euro
2019,493,pga
2019,457,pga
2019,2019094,euro
2019,2019093,euro
2019,489,pga
2019,528,pga
2019,2019090,euro
2019,527,pga
2019,521,pga
2019,2019088,euro
2019,2019086,euro
2019,20,pga
2019,47,pga
2019,2019084,euro
2019,2019082,euro
2019,464,pga
2019,54,pga
2019,2019080,euro
2019,490,pga
2019,2019078,euro
2019,2019076,euro
2019,45,kft
2019,2019074,euro
2019,2019072,euro
2019,27,kft
2019,60,pga
2019,94,kft
2019,28,pga
2019,2019070,euro
2019,27,pga
2019,111,kft
2019,13,pga
2019,99,kft
2019,476,pga
2019,22,kft
2019,472,pga
2019,123,kft
2019,100,pga
2019,518,pga
2019,30,pga
2019,130,kft
2019,2019060,euro
2019,525,pga
2019,118,kft
2019,2019058,euro
2019,26,kft
2019,2019056,euro
2019,524,pga
2019,2019054,euro
2019,23,kft
2019,34,pga
2019,122,kft
2019,26,pga
2019,37,kft
2019,32,pga
2019,2019048,euro
2019,48,kft
2019,23,pga
2019,131,kft
2019,21,pga
2019,2019046,euro
2019,33,pga
2019,11,kft
2019,100,kft
2019,19,pga
2019,2019042,euro
2019,2019040,euro
2019,480,pga
2019,120,kft
2019,2019038,euro
2019,132,kft
2019,133,kft
2019,12,pga
2019,14,pga
2019,41,pga
2019,522,pga
2019,128,kft
2019,2019031,euro
2019,36,kft
2019,475,pga
2019,2019028,euro
2019,2019026,euro
2019,11,pga
2019,2019024,euro
2019,9,pga
2019,2019022,euro
2019,10,pga
2019,483,pga
2019,473,pga
2019,7,pga
2019,2019018,euro
2019,129,kft
2019,5,pga
2019,2019016,euro
2019,84,kft
2019,2019014,euro
2019,104,kft
2019,3,pga
2019,2019012,euro
2019,4,pga
2019,125,kft
2019,2,pga
2019,2019010,euro
2019,124,kft
2019,6,pga
2019,16,pga
2018,2019006,euro
2018,2019004,euro
2018,2019002,euro
2018,478,pga
2018,2019003,euro
2018,2019000,euro
2018,2018090,euro
2018,493,pga
2018,457,pga
2018,2018089,euro
2018,47,pga
2018,2018088,euro
2018,54,pga
2018,489,pga
2018,521,pga
2018,2018084,euro
2018,494,pga
2018,2018082,euro
2018,2018080,euro
2018,464,pga
2018,60,pga
2018,2018078,euro
2018,45,kft
2018,2018076,euro
2018,27,kft
2018,2018074,euro
2018,28,pga
2018,505,pga
2018,2018072,euro
2018,119,kft
2018,2018070,euro
2018,27,pga
2018,94,kft
2018,2018068,euro
2018,13,pga
2018,111,kft
2018,33,pga
2018,99,kft
2018,476,pga
2018,2018065,euro
2018,100,kft
2018,2018062,euro
2018,32,pga
2018,22,kft
2018,518,pga
2018,100,pga
2018,123,kft
2018,30,pga
2018,2018058,euro
2018,26,kft
2018,490,pga
2018,2018056,euro
2018,118,kft
2018,2018054,euro
2018,471,pga
2018,122,kft
2018,23,kft
2018,2018052,euro
2018,34,pga
2018,26,pga
2018,25,pga
2018,112,kft
2018,2018048,euro
2018,23,pga
2018,2018046,euro
2018,48,kft
2018,2018044,euro
2018,120,kft
2018,21,pga
2018,19,pga
2018,37,kft
2018,2018042,euro
2018,11,kft
2018,2018040,euro
2018,11,pga
2018,480,pga
2018,2018036,euro
2018,106,kft
2018,41,pga
2018,2018034,euro
2018,127,kft
2018,2018032,euro
2018,12,pga
2018,14,pga
2018,128,kft
2018,20,pga
2018,36,kft
2018,522,pga
2018,9,pga
2018,95,kft
2018,475,pga
2018,2018022,euro
2018,2018021,euro
2018,473,pga
2018,10,pga
2018,2018018,euro
2018,2018016,euro
2018,7,pga
2018,104,kft
2018,5,pga
2018,84,kft
2018,2018012,euro
2018,3,pga
2018,2018010,euro
2018,4,pga
2018,125,kft
2018,2018008,euro
2018,2,pga
2018,124,kft
2018,6,pga
2018,2018004,euro
2018,16,pga
2017,2017098,euro
2017,2017097,euro
2017,2017096,euro
2017,478,pga
2017,2017095,euro
2017,493,pga
2017,2017094,euro
2017,2017092,euro
2017,457,pga
2017,47,pga
2017,2017090,euro
2017,54,pga
2017,489,pga
2017,2017086,euro
2017,521,pga
2017,494,pga
2017,2017084,euro
2017,2017082,euro
2017,464,pga
2017,45,kft
2017,2017080,euro
2017,119,kft
2017,2017078,euro
2017,60,pga
2017,28,pga
2017,2017076,euro
2017,27,kft
2017,2017074,euro
2017,505,pga
2017,94,kft
2017,2017072,euro
2017,27,pga
2017,111,kft
2017,2017070,euro
2017,2017068,euro
2017,13,pga
2017,11,kft
2017,33,pga
2017,22,kft
2017,99,kft
2017,476,pga
2017,2017060,euro
2017,32,pga
2017,100,kft
2017,100,pga
2017,123,kft
2017,518,pga
2017,30,pga
2017,2017056,euro
2017,26,kft
2017,118,kft
2017,490,pga
2017,2017054,euro
2017,120,kft
2017,471,pga
2017,2017052,euro
2017,2017050,euro
2017,34,pga
2017,122,kft
2017,23,kft
2017,26,pga
2017,25,pga
2017,112,kft
2017,2017046,euro
2017,2017044,euro
2017,23,pga
2017,48,kft
2017,21,pga
2017,2017042,euro
2017,37,kft
2017,19,pga
2017,2017040,euro
2017,2017038,euro
2017,11,pga
2017,480,pga
2017,117,kft
2017,95,kft
2017,2017034,euro
2017,106,kft
2017,2017032,euro
2017,41,pga
2017,12,pga
2017,2017030,euro
2017,14,pga
2017,20,pga
2017,36,kft
2017,483,pga
2017,9,pga
2017,475,pga
2017,2017020,euro
2017,2017018,euro
2017,473,pga
2017,2017014,euro
2017,10,pga
2017,7,pga
2017,84,kft
2017,104,kft
2017,2017010,euro
2017,5,pga
2017,2017008,euro
2017,3,pga
2017,2017006,euro
2017,4,pga
2017,125,kft
2017,2,pga
2017,2017004,euro
2017,6,pga
2017,2017002,euro
2017,124,kft
2017,16,pga
2016,100,pga
2016,26,pga
2014,33,pga
2014,26,pga
2004,100,pga
